artist,title,url
The Killers,Mr. Brightside,https://www.last.fm/music/The+Killers/_/Mr.+Brightside
Oasis,Wonderwall,https://www.last.fm/music/Oasis/_/Wonderwall
Franz Ferdinand,Take Me Out,https://www.last.fm/music/Franz+Ferdinand/_/Take+Me+Out
The Killers,Somebody Told Me,https://www.last.fm/music/The+Killers/_/Somebody+Told+Me
Radiohead,Creep,https://www.last.fm/music/Radiohead/_/Creep
Coldplay,Viva la Vida,https://www.last.fm/music/Coldplay/_/Viva+la+Vida
Radiohead,Karma Police,https://www.last.fm/music/Radiohead/_/Karma+Police
Coldplay,The Scientist,https://www.last.fm/music/Coldplay/_/The+Scientist
Coldplay,Clocks,https://www.last.fm/music/Coldplay/_/Clocks
MGMT,Kids,https://www.last.fm/music/MGMT/_/Kids
Coldplay,Yellow,https://www.last.fm/music/Coldplay/_/Yellow
The White Stripes,Seven Nation Army,https://www.last.fm/music/The+White+Stripes/_/Seven+Nation+Army
Gorillaz,Feel Good Inc.,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.
Coldplay,Fix You,https://www.last.fm/music/Coldplay/_/Fix+You
Kings of Leon,Sex on Fire,https://www.last.fm/music/Kings+of+Leon/_/Sex+on+Fire
Blur,Song 2,https://www.last.fm/music/Blur/_/Song+2
MGMT,Electric Feel,https://www.last.fm/music/MGMT/_/Electric+Feel
MGMT,Time to Pretend,https://www.last.fm/music/MGMT/_/Time+to+Pretend
Snow Patrol,Chasing Cars,https://www.last.fm/music/Snow+Patrol/_/Chasing+Cars
The Killers,When You Were Young,https://www.last.fm/music/The+Killers/_/When+You+Were+Young
Muse,Supermassive Black Hole,https://www.last.fm/music/Muse/_/Supermassive+Black+Hole
Kings of Leon,Use Somebody,https://www.last.fm/music/Kings+of+Leon/_/Use+Somebody
Muse,Starlight,https://www.last.fm/music/Muse/_/Starlight
Radiohead,Paranoid Android,https://www.last.fm/music/Radiohead/_/Paranoid+Android
Radiohead,No Surprises,https://www.last.fm/music/Radiohead/_/No+Surprises
Foster the People,Pumped Up Kicks,https://www.last.fm/music/Foster+the+People/_/Pumped+Up+Kicks
Arctic Monkeys,I Bet You Look Good on the Dancefloor,https://www.last.fm/music/Arctic+Monkeys/_/I+Bet+You+Look+Good+on+the+Dancefloor
Gorillaz,Clint Eastwood,https://www.last.fm/music/Gorillaz/_/Clint+Eastwood
The Strokes,Reptilia,https://www.last.fm/music/The+Strokes/_/Reptilia
The Killers,All These Things That I've Done,https://www.last.fm/music/The+Killers/_/All+These+Things+That+I%27ve+Done
Muse,Time Is Running Out,https://www.last.fm/music/Muse/_/Time+Is+Running+Out
R.E.M.,Losing My Religion,https://www.last.fm/music/R.E.M./_/Losing+My+Religion
Pixies,Where Is My Mind?,https://www.last.fm/music/Pixies/_/Where+Is+My+Mind%3F
The Verve,Bitter Sweet Symphony,https://www.last.fm/music/The+Verve/_/Bitter+Sweet+Symphony
The Killers,Smile Like You Mean It,https://www.last.fm/music/The+Killers/_/Smile+Like+You+Mean+It
Death Cab for Cutie,I Will Follow You Into The Dark,https://www.last.fm/music/Death+Cab+for+Cutie/_/I+Will+Follow+You+Into+The+Dark
Muse,Hysteria,https://www.last.fm/music/Muse/_/Hysteria
M.I.A.,Paper Planes,https://www.last.fm/music/M.I.A./_/Paper+Planes
The Fray,How to Save a Life,https://www.last.fm/music/The+Fray/_/How+to+Save+a+Life
Vampire Weekend,A-Punk,https://www.last.fm/music/Vampire+Weekend/_/A-Punk
Florence + the Machine,Dog Days Are Over,https://www.last.fm/music/Florence+%252B+the+Machine/_/Dog+Days+Are+Over
Joy Division,Love Will Tear Us Apart,https://www.last.fm/music/Joy+Division/_/Love+Will+Tear+Us+Apart
Coldplay,Don't Panic,https://www.last.fm/music/Coldplay/_/Don%27t+Panic
Modest Mouse,Float On,https://www.last.fm/music/Modest+Mouse/_/Float+On
The Strokes,Someday,https://www.last.fm/music/The+Strokes/_/Someday
The Kooks,Naïve,https://www.last.fm/music/The+Kooks/_/Na%C3%AFve
Coldplay,In My Place,https://www.last.fm/music/Coldplay/_/In+My+Place
Coldplay,Trouble,https://www.last.fm/music/Coldplay/_/Trouble
The xx,Intro,https://www.last.fm/music/The+xx/_/Intro
The Postal Service,Such Great Heights,https://www.last.fm/music/The+Postal+Service/_/Such+Great+Heights
Radiohead,High and Dry,https://www.last.fm/music/Radiohead/_/High+and+Dry
Arctic Monkeys,Mardy Bum,https://www.last.fm/music/Arctic+Monkeys/_/Mardy+Bum
Bon Iver,Skinny Love,https://www.last.fm/music/Bon+Iver/_/Skinny+Love
Radiohead,Fake Plastic Trees,https://www.last.fm/music/Radiohead/_/Fake+Plastic+Trees
Coldplay,Speed of Sound,https://www.last.fm/music/Coldplay/_/Speed+of+Sound
Keane,Somewhere Only We Know,https://www.last.fm/music/Keane/_/Somewhere+Only+We+Know
Oasis,Don't Look Back in Anger,https://www.last.fm/music/Oasis/_/Don%27t+Look+Back+in+Anger
Gotye,Somebody That I Used To Know,https://www.last.fm/music/Gotye/_/Somebody+That+I+Used+To+Know
Gorillaz,DARE,https://www.last.fm/music/Gorillaz/_/DARE
Muse,Knights of Cydonia,https://www.last.fm/music/Muse/_/Knights+of+Cydonia
Imagine Dragons,Radioactive,https://www.last.fm/music/Imagine+Dragons/_/Radioactive
Jet,Are You Gonna Be My Girl,https://www.last.fm/music/Jet/_/Are+You+Gonna+Be+My+Girl
Arctic Monkeys,Fake Tales of San Francisco,https://www.last.fm/music/Arctic+Monkeys/_/Fake+Tales+of+San+Francisco
Green Day,Wake Me Up When September Ends,https://www.last.fm/music/Green+Day/_/Wake+Me+Up+When+September+Ends
The Smashing Pumpkins,1979,https://www.last.fm/music/The+Smashing+Pumpkins/_/1979
The Shins,New Slang,https://www.last.fm/music/The+Shins/_/New+Slang
The Strokes,Last Nite,https://www.last.fm/music/The+Strokes/_/Last+Nite
Bloc Party,Banquet,https://www.last.fm/music/Bloc+Party/_/Banquet
Weezer,Buddy Holly,https://www.last.fm/music/Weezer/_/Buddy+Holly
Weezer,Island in the Sun,https://www.last.fm/music/Weezer/_/Island+in+the+Sun
Arctic Monkeys,Fluorescent Adolescent,https://www.last.fm/music/Arctic+Monkeys/_/Fluorescent+Adolescent
Coldplay,Violet Hill,https://www.last.fm/music/Coldplay/_/Violet+Hill
Radiohead,Everything in Its Right Place,https://www.last.fm/music/Radiohead/_/Everything+in+Its+Right+Place
The xx,Crystalised,https://www.last.fm/music/The+xx/_/Crystalised
M83,Midnight City,https://www.last.fm/music/M83/_/Midnight+City
The Cure,Boys Don't Cry,https://www.last.fm/music/The+Cure/_/Boys+Don%27t+Cry
The Killers,Read My Mind,https://www.last.fm/music/The+Killers/_/Read+My+Mind
Jimmy Eat World,The Middle,https://www.last.fm/music/Jimmy+Eat+World/_/The+Middle
Arctic Monkeys,When the Sun Goes Down,https://www.last.fm/music/Arctic+Monkeys/_/When+the+Sun+Goes+Down
Plain White T's,Hey There Delilah,https://www.last.fm/music/Plain+White+T%27s/_/Hey+There+Delilah
Radiohead,Airbag,https://www.last.fm/music/Radiohead/_/Airbag
Radiohead,15 Step,https://www.last.fm/music/Radiohead/_/15+Step
The Kooks,She Moves in Her Own Way,https://www.last.fm/music/The+Kooks/_/She+Moves+in+Her+Own+Way
Arctic Monkeys,Dancing Shoes,https://www.last.fm/music/Arctic+Monkeys/_/Dancing+Shoes
Panic! at the Disco,I Write Sins Not Tragedies,https://www.last.fm/music/Panic%21+at+the+Disco/_/I+Write+Sins+Not+Tragedies
Beck,Loser,https://www.last.fm/music/Beck/_/Loser
Incubus,Drive,https://www.last.fm/music/Incubus/_/Drive
José González,Heartbeats,https://www.last.fm/music/Jos%C3%A9+Gonz%C3%A1lez/_/Heartbeats
Radiohead,All I Need,https://www.last.fm/music/Radiohead/_/All+I+Need
Kaiser Chiefs,Ruby,https://www.last.fm/music/Kaiser+Chiefs/_/Ruby
Phoenix,1901,https://www.last.fm/music/Phoenix/_/1901
Arctic Monkeys,Do I Wanna Know?,https://www.last.fm/music/Arctic+Monkeys/_/Do+I+Wanna+Know%3F
Kings of Leon,Closer,https://www.last.fm/music/Kings+of+Leon/_/Closer
Mumford & Sons,Little Lion Man,https://www.last.fm/music/Mumford+&+Sons/_/Little+Lion+Man
Death Cab for Cutie,Soul Meets Body,https://www.last.fm/music/Death+Cab+for+Cutie/_/Soul+Meets+Body
Radiohead,Let Down,https://www.last.fm/music/Radiohead/_/Let+Down
Mumford & Sons,The Cave,https://www.last.fm/music/Mumford+&+Sons/_/The+Cave
Radiohead,Exit Music (for a Film),https://www.last.fm/music/Radiohead/_/Exit+Music+(for+a+Film)
Florence + the Machine,You've Got the Love,https://www.last.fm/music/Florence+%252B+the+Machine/_/You%27ve+Got+the+Love
The Killers,Human,https://www.last.fm/music/The+Killers/_/Human
Coldplay,Talk,https://www.last.fm/music/Coldplay/_/Talk
Radiohead,Reckoner,https://www.last.fm/music/Radiohead/_/Reckoner
Yeah Yeah Yeahs,Maps,https://www.last.fm/music/Yeah+Yeah+Yeahs/_/Maps
The xx,Islands,https://www.last.fm/music/The+xx/_/Islands
The xx,VCR,https://www.last.fm/music/The+xx/_/VCR
Jeff Buckley,Hallelujah,https://www.last.fm/music/Jeff+Buckley/_/Hallelujah
Radiohead,Bodysnatchers,https://www.last.fm/music/Radiohead/_/Bodysnatchers
The Killers,Jenny Was a Friend of Mine,https://www.last.fm/music/The+Killers/_/Jenny+Was+a+Friend+of+Mine
Two Door Cinema Club,What You Know,https://www.last.fm/music/Two+Door+Cinema+Club/_/What+You+Know
Of Monsters and Men,Little Talks,https://www.last.fm/music/Of+Monsters+and+Men/_/Little+Talks
Peter Bjorn and John,Young Folks,https://www.last.fm/music/Peter+Bjorn+and+John/_/Young+Folks
The Temper Trap,Sweet Disposition,https://www.last.fm/music/The+Temper+Trap/_/Sweet+Disposition
Phoenix,Lisztomania,https://www.last.fm/music/Phoenix/_/Lisztomania
The Strokes,You Only Live Once,https://www.last.fm/music/The+Strokes/_/You+Only+Live+Once
Radiohead,Lucky,https://www.last.fm/music/Radiohead/_/Lucky
Radiohead,Jigsaw Falling Into Place,https://www.last.fm/music/Radiohead/_/Jigsaw+Falling+Into+Place
Lana Del Rey,Video Games,https://www.last.fm/music/Lana+Del+Rey/_/Video+Games
Oasis,Champagne Supernova,https://www.last.fm/music/Oasis/_/Champagne+Supernova
Lorde,Royals,https://www.last.fm/music/Lorde/_/Royals
Radiohead,House of Cards,https://www.last.fm/music/Radiohead/_/House+of+Cards
MGMT,Weekend Wars,https://www.last.fm/music/MGMT/_/Weekend+Wars
Radiohead,Idioteque,https://www.last.fm/music/Radiohead/_/Idioteque
Radiohead,Subterranean Homesick Alien,https://www.last.fm/music/Radiohead/_/Subterranean+Homesick+Alien
Muse,Plug In Baby,https://www.last.fm/music/Muse/_/Plug+In+Baby
James Blunt,You're Beautiful,https://www.last.fm/music/James+Blunt/_/You%27re+Beautiful
Bloc Party,Helicopter,https://www.last.fm/music/Bloc+Party/_/Helicopter
Arcade Fire,Rebellion (Lies),https://www.last.fm/music/Arcade+Fire/_/Rebellion+(Lies)
Radiohead,Nude,https://www.last.fm/music/Radiohead/_/Nude
Vampire Weekend,Oxford Comma,https://www.last.fm/music/Vampire+Weekend/_/Oxford+Comma
Arctic Monkeys,The View from the Afternoon,https://www.last.fm/music/Arctic+Monkeys/_/The+View+from+the+Afternoon
Coldplay,Shiver,https://www.last.fm/music/Coldplay/_/Shiver
Empire of the Sun,Walking on a Dream,https://www.last.fm/music/Empire+of+the+Sun/_/Walking+on+a+Dream
Passion Pit,Sleepyhead,https://www.last.fm/music/Passion+Pit/_/Sleepyhead
Arcade Fire,Wake Up,https://www.last.fm/music/Arcade+Fire/_/Wake+Up
The Kooks,Seaside,https://www.last.fm/music/The+Kooks/_/Seaside
Lana Del Rey,Born to Die,https://www.last.fm/music/Lana+Del+Rey/_/Born+to+Die
The Smashing Pumpkins,"Tonight, Tonight","https://www.last.fm/music/The+Smashing+Pumpkins/_/Tonight,+Tonight"
Edward Sharpe & The Magnetic Zeros,Home,https://www.last.fm/music/Edward+Sharpe+&+The+Magnetic+Zeros/_/Home
Band of Horses,The Funeral,https://www.last.fm/music/Band+of+Horses/_/The+Funeral
Arctic Monkeys,A Certain Romance,https://www.last.fm/music/Arctic+Monkeys/_/A+Certain+Romance
Weezer,Say It Ain't So,https://www.last.fm/music/Weezer/_/Say+It+Ain%27t+So
Kasabian,Club Foot,https://www.last.fm/music/Kasabian/_/Club+Foot
Gorillaz,Dirty Harry,https://www.last.fm/music/Gorillaz/_/Dirty+Harry
The Cure,Lullaby,https://www.last.fm/music/The+Cure/_/Lullaby
The Lumineers,Ho Hey,https://www.last.fm/music/The+Lumineers/_/Ho+Hey
The Strokes,Hard to Explain,https://www.last.fm/music/The+Strokes/_/Hard+to+Explain
The Black Keys,Lonely Boy,https://www.last.fm/music/The+Black+Keys/_/Lonely+Boy
The Fratellis,Chelsea Dagger,https://www.last.fm/music/The+Fratellis/_/Chelsea+Dagger
Pixies,Monkey Gone to Heaven,https://www.last.fm/music/Pixies/_/Monkey+Gone+to+Heaven
Radiohead,Just,https://www.last.fm/music/Radiohead/_/Just
Bon Iver,Flume,https://www.last.fm/music/Bon+Iver/_/Flume
Arctic Monkeys,Teddy Picker,https://www.last.fm/music/Arctic+Monkeys/_/Teddy+Picker
Keane,Everybody's Changing,https://www.last.fm/music/Keane/_/Everybody%27s+Changing
The Smiths,There Is a Light That Never Goes Out,https://www.last.fm/music/The+Smiths/_/There+Is+a+Light+That+Never+Goes+Out
The Cure,Close to Me,https://www.last.fm/music/The+Cure/_/Close+to+Me
The Kooks,Ooh La,https://www.last.fm/music/The+Kooks/_/Ooh+La
Owl City,Fireflies,https://www.last.fm/music/Owl+City/_/Fireflies
Muse,Stockholm Syndrome,https://www.last.fm/music/Muse/_/Stockholm+Syndrome
Radiohead,Street Spirit (Fade Out),https://www.last.fm/music/Radiohead/_/Street+Spirit+(Fade+Out)
Muse,Feeling Good,https://www.last.fm/music/Muse/_/Feeling+Good
Lana Del Rey,Summertime Sadness,https://www.last.fm/music/Lana+Del+Rey/_/Summertime+Sadness
Arctic Monkeys,Riot Van,https://www.last.fm/music/Arctic+Monkeys/_/Riot+Van
The Black Keys,Tighten Up,https://www.last.fm/music/The+Black+Keys/_/Tighten+Up
Arctic Monkeys,From the Ritz to the Rubble,https://www.last.fm/music/Arctic+Monkeys/_/From+the+Ritz+to+the+Rubble
Fleet Foxes,White Winter Hymnal,https://www.last.fm/music/Fleet+Foxes/_/White+Winter+Hymnal
Klaxons,Golden Skans,https://www.last.fm/music/Klaxons/_/Golden+Skans
Counting Crows,Mr. Jones,https://www.last.fm/music/Counting+Crows/_/Mr.+Jones
Sigur Rós,Hoppípolla,https://www.last.fm/music/Sigur+R%C3%B3s/_/Hopp%C3%ADpolla
Coldplay,Green Eyes,https://www.last.fm/music/Coldplay/_/Green+Eyes
Radiohead,Faust Arp,https://www.last.fm/music/Radiohead/_/Faust+Arp
Imagine Dragons,Demons,https://www.last.fm/music/Imagine+Dragons/_/Demons
Franz Ferdinand,Do You Want To,https://www.last.fm/music/Franz+Ferdinand/_/Do+You+Want+To
Radiohead,Climbing Up the Walls,https://www.last.fm/music/Radiohead/_/Climbing+Up+the+Walls
Awolnation,Sail,https://www.last.fm/music/Awolnation/_/Sail
Arctic Monkeys,Still Take You Home,https://www.last.fm/music/Arctic+Monkeys/_/Still+Take+You+Home
Coldplay,Life in Technicolor,https://www.last.fm/music/Coldplay/_/Life+in+Technicolor
Sia,Breathe Me,https://www.last.fm/music/Sia/_/Breathe+Me
Radiohead,Videotape,https://www.last.fm/music/Radiohead/_/Videotape
MGMT,The Youth,https://www.last.fm/music/MGMT/_/The+Youth
Coldplay,God Put a Smile Upon Your Face,https://www.last.fm/music/Coldplay/_/God+Put+a+Smile+Upon+Your+Face
Regina Spektor,Fidelity,https://www.last.fm/music/Regina+Spektor/_/Fidelity
Yeah Yeah Yeahs,Heads Will Roll,https://www.last.fm/music/Yeah+Yeah+Yeahs/_/Heads+Will+Roll
The Cranberries,Linger,https://www.last.fm/music/The+Cranberries/_/Linger
Radiohead,Electioneering,https://www.last.fm/music/Radiohead/_/Electioneering
Two Door Cinema Club,Something Good Can Work,https://www.last.fm/music/Two+Door+Cinema+Club/_/Something+Good+Can+Work
The Killers,On Top,https://www.last.fm/music/The+Killers/_/On+Top
Snow Patrol,Run,https://www.last.fm/music/Snow+Patrol/_/Run
The Ting Tings,That's Not My Name,https://www.last.fm/music/The+Ting+Tings/_/That%27s+Not+My+Name
Arctic Monkeys,R U Mine?,https://www.last.fm/music/Arctic+Monkeys/_/R+U+Mine%3F
Coldplay,Strawberry Swing,https://www.last.fm/music/Coldplay/_/Strawberry+Swing
Muse,Map of the Problematique,https://www.last.fm/music/Muse/_/Map+of+the+Problematique
Placebo,Every You Every Me,https://www.last.fm/music/Placebo/_/Every+You+Every+Me
Lana Del Rey,Blue Jeans,https://www.last.fm/music/Lana+Del+Rey/_/Blue+Jeans
Two Door Cinema Club,Undercover Martyn,https://www.last.fm/music/Two+Door+Cinema+Club/_/Undercover+Martyn
The Smashing Pumpkins,Today,https://www.last.fm/music/The+Smashing+Pumpkins/_/Today
The Smiths,How Soon Is Now?,https://www.last.fm/music/The+Smiths/_/How+Soon+Is+Now%3F
Arcade Fire,No Cars Go,https://www.last.fm/music/Arcade+Fire/_/No+Cars+Go
Train,"Hey, Soul Sister","https://www.last.fm/music/Train/_/Hey,+Soul+Sister"
Muse,New Born,https://www.last.fm/music/Muse/_/New+Born
Gorillaz,On Melancholy Hill,https://www.last.fm/music/Gorillaz/_/On+Melancholy+Hill
Gorillaz,Kids With Guns,https://www.last.fm/music/Gorillaz/_/Kids+With+Guns
Arctic Monkeys,Brianstorm,https://www.last.fm/music/Arctic+Monkeys/_/Brianstorm
Florence + the Machine,Shake It Out,https://www.last.fm/music/Florence+%252B+the+Machine/_/Shake+It+Out
Radiohead,How to Disappear Completely,https://www.last.fm/music/Radiohead/_/How+to+Disappear+Completely
Kaiser Chiefs,I Predict a Riot,https://www.last.fm/music/Kaiser+Chiefs/_/I+Predict+a+Riot
The Strokes,Is This It,https://www.last.fm/music/The+Strokes/_/Is+This+It
Radiohead,The National Anthem,https://www.last.fm/music/Radiohead/_/The+National+Anthem
Bastille,Pompeii,https://www.last.fm/music/Bastille/_/Pompeii
Florence + the Machine,Kiss with a Fist,https://www.last.fm/music/Florence+%252B+the+Machine/_/Kiss+with+a+Fist
The White Stripes,Icky Thump,https://www.last.fm/music/The+White+Stripes/_/Icky+Thump
Muse,Sing for Absolution,https://www.last.fm/music/Muse/_/Sing+for+Absolution
The xx,Heart Skipped a Beat,https://www.last.fm/music/The+xx/_/Heart+Skipped+a+Beat
The White Stripes,Fell in Love With a Girl,https://www.last.fm/music/The+White+Stripes/_/Fell+in+Love+With+a+Girl
Radiohead,My Iron Lung,https://www.last.fm/music/Radiohead/_/My+Iron+Lung
Radiohead,Pyramid Song,https://www.last.fm/music/Radiohead/_/Pyramid+Song
Kings of Leon,Revelry,https://www.last.fm/music/Kings+of+Leon/_/Revelry
Bright Eyes,First Day of My Life,https://www.last.fm/music/Bright+Eyes/_/First+Day+of+My+Life
Pixies,Here Comes Your Man,https://www.last.fm/music/Pixies/_/Here+Comes+Your+Man
Bon Iver,Holocene,https://www.last.fm/music/Bon+Iver/_/Holocene
The Strokes,12:51,https://www.last.fm/music/The+Strokes/_/12:51
Franz Ferdinand,This Fire,https://www.last.fm/music/Franz+Ferdinand/_/This+Fire
Iron & Wine,Naked As We Came,https://www.last.fm/music/Iron+&+Wine/_/Naked+As+We+Came
The Smashing Pumpkins,Disarm,https://www.last.fm/music/The+Smashing+Pumpkins/_/Disarm
Vampire Weekend,Cape Cod Kwassa Kwassa,https://www.last.fm/music/Vampire+Weekend/_/Cape+Cod+Kwassa+Kwassa
Coldplay,Warning Sign,https://www.last.fm/music/Coldplay/_/Warning+Sign
The Smiths,This Charming Man,https://www.last.fm/music/The+Smiths/_/This+Charming+Man
Imogen Heap,Hide And Seek,https://www.last.fm/music/Imogen+Heap/_/Hide+And+Seek
Snow Patrol,Open Your Eyes,https://www.last.fm/music/Snow+Patrol/_/Open+Your+Eyes
Muse,Butterflies and Hurricanes,https://www.last.fm/music/Muse/_/Butterflies+and+Hurricanes
Radiohead,Weird Fishes/Arpeggi,https://www.last.fm/music/Radiohead/_/Weird+Fishes%2FArpeggi
The xx,Basic Space,https://www.last.fm/music/The+xx/_/Basic+Space
Radiohead,Fitter Happier,https://www.last.fm/music/Radiohead/_/Fitter+Happier
Interpol,Evil,https://www.last.fm/music/Interpol/_/Evil
Coldplay,Sparks,https://www.last.fm/music/Coldplay/_/Sparks
Arcade Fire,Neighborhood #1 (Tunnels),https://www.last.fm/music/Arcade+Fire/_/Neighborhood+%231+(Tunnels)
Kings of Leon,Notion,https://www.last.fm/music/Kings+of+Leon/_/Notion
Coldplay,Cemeteries of London,https://www.last.fm/music/Coldplay/_/Cemeteries+of+London
R.E.M.,Everybody Hurts,https://www.last.fm/music/R.E.M./_/Everybody+Hurts
Placebo,The Bitter End,https://www.last.fm/music/Placebo/_/The+Bitter+End
Radiohead,The Tourist,https://www.last.fm/music/Radiohead/_/The+Tourist
Radiohead,The Bends,https://www.last.fm/music/Radiohead/_/The+Bends
The xx,Angels,https://www.last.fm/music/The+xx/_/Angels
The Killers,Bones,https://www.last.fm/music/The+Killers/_/Bones
Blur,Girls & Boys,https://www.last.fm/music/Blur/_/Girls+&+Boys
The Killers,"Andy, You're a Star","https://www.last.fm/music/The+Killers/_/Andy,+You%27re+a+Star"
Bloc Party,This Modern Love,https://www.last.fm/music/Bloc+Party/_/This+Modern+Love
Kings of Leon,Manhattan,https://www.last.fm/music/Kings+of+Leon/_/Manhattan
Radiohead,Kid A,https://www.last.fm/music/Radiohead/_/Kid+A
Radiohead,Optimistic,https://www.last.fm/music/Radiohead/_/Optimistic
Florence + the Machine,Cosmic Love,https://www.last.fm/music/Florence+%252B+the+Machine/_/Cosmic+Love
Hozier,Take Me to Church,https://www.last.fm/music/Hozier/_/Take+Me+to+Church
alt-J,Breezeblocks,https://www.last.fm/music/alt-J/_/Breezeblocks
MGMT,Pieces of What,https://www.last.fm/music/MGMT/_/Pieces+of+What
Gorillaz,El Mañana,https://www.last.fm/music/Gorillaz/_/El+Ma%C3%B1ana
fun.,We Are Young (feat. Janelle Monáe),https://www.last.fm/music/fun./_/We+Are+Young+(feat.+Janelle+Mon%C3%A1e)
Oasis,Live Forever,https://www.last.fm/music/Oasis/_/Live+Forever
Yeah Yeah Yeahs,Gold Lion,https://www.last.fm/music/Yeah+Yeah+Yeahs/_/Gold+Lion
Muse,Bliss,https://www.last.fm/music/Muse/_/Bliss
Arcade Fire,Keep the Car Running,https://www.last.fm/music/Arcade+Fire/_/Keep+the+Car+Running
The Killers,Spaceman,https://www.last.fm/music/The+Killers/_/Spaceman
The Strokes,The Modern Age,https://www.last.fm/music/The+Strokes/_/The+Modern+Age
Arctic Monkeys,Red Light Indicates Doors Are Secured,https://www.last.fm/music/Arctic+Monkeys/_/Red+Light+Indicates+Doors+Are+Secured
Coldplay,The Hardest Part,https://www.last.fm/music/Coldplay/_/The+Hardest+Part
Coldplay,42,https://www.last.fm/music/Coldplay/_/42
Arcade Fire,Neighborhood #2 (Laïka),https://www.last.fm/music/Arcade+Fire/_/Neighborhood+%232+(La%C3%AFka)
The xx,Shelter,https://www.last.fm/music/The+xx/_/Shelter
Blur,Coffee & TV,https://www.last.fm/music/Blur/_/Coffee+&+TV
Feist,Mushaboom,https://www.last.fm/music/Feist/_/Mushaboom
Imagine Dragons,It's Time,https://www.last.fm/music/Imagine+Dragons/_/It%27s+Time
The Raconteurs,"Steady, as She Goes","https://www.last.fm/music/The+Raconteurs/_/Steady,+as+She+Goes"
The Postal Service,The District Sleeps Alone Tonight,https://www.last.fm/music/The+Postal+Service/_/The+District+Sleeps+Alone+Tonight
The Kooks,Always Where I Need to Be,https://www.last.fm/music/The+Kooks/_/Always+Where+I+Need+to+Be
The White Stripes,Blue Orchid,https://www.last.fm/music/The+White+Stripes/_/Blue+Orchid
Florence + the Machine,Rabbit Heart (Raise It Up),https://www.last.fm/music/Florence+%252B+the+Machine/_/Rabbit+Heart+(Raise+It+Up)
Arcade Fire,The Suburbs,https://www.last.fm/music/Arcade+Fire/_/The+Suburbs
Coldplay,Politik,https://www.last.fm/music/Coldplay/_/Politik
Feist,1234,https://www.last.fm/music/Feist/_/1234
OneRepublic,Counting Stars,https://www.last.fm/music/OneRepublic/_/Counting+Stars
Blind Melon,No Rain,https://www.last.fm/music/Blind+Melon/_/No+Rain
Regina Spektor,Samson,https://www.last.fm/music/Regina+Spektor/_/Samson
MGMT,"Of Moons, Birds & Monsters","https://www.last.fm/music/MGMT/_/Of+Moons,+Birds+&+Monsters"
Modest Mouse,Dashboard,https://www.last.fm/music/Modest+Mouse/_/Dashboard
Muse,Take a Bow,https://www.last.fm/music/Muse/_/Take+a+Bow
Radiohead,Planet Telex,https://www.last.fm/music/Radiohead/_/Planet+Telex
Damien Rice,Cannonball,https://www.last.fm/music/Damien+Rice/_/Cannonball
Muse,Invincible,https://www.last.fm/music/Muse/_/Invincible
Fleet Foxes,Mykonos,https://www.last.fm/music/Fleet+Foxes/_/Mykonos
Arctic Monkeys,Old Yellow Bricks,https://www.last.fm/music/Arctic+Monkeys/_/Old+Yellow+Bricks
Death Cab for Cutie,Crooked Teeth,https://www.last.fm/music/Death+Cab+for+Cutie/_/Crooked+Teeth
Kings of Leon,Crawl,https://www.last.fm/music/Kings+of+Leon/_/Crawl
Arcade Fire,Une année sans lumière,https://www.last.fm/music/Arcade+Fire/_/Une+ann%C3%A9e+sans+lumi%C3%A8re
Muse,Apocalypse Please,https://www.last.fm/music/Muse/_/Apocalypse+Please
