artist,title,url
Pixies,Debaser,https://www.last.fm/music/Pixies/_/Debaser
Weezer,My Name Is Jonas,https://www.last.fm/music/Weezer/_/My+Name+Is+Jonas
Grizzly Bear,Two Weeks,https://www.last.fm/music/Grizzly+Bear/_/Two+Weeks
The Ting Tings,Shut Up and Let Me Go,https://www.last.fm/music/The+Ting+Tings/_/Shut+Up+and+Let+Me+Go
The White Stripes,The Hardest Button to Button,https://www.last.fm/music/The+White+Stripes/_/The+Hardest+Button+to+Button
The Strokes,Barely Legal,https://www.last.fm/music/The+Strokes/_/Barely+Legal
Coldplay,Lost!,https://www.last.fm/music/Coldplay/_/Lost%21
Kasabian,Fire,https://www.last.fm/music/Kasabian/_/Fire
Mumford & Sons,I Will Wait,https://www.last.fm/music/Mumford+&+Sons/_/I+Will+Wait
The xx,Infinity,https://www.last.fm/music/The+xx/_/Infinity
Kings of Leon,Be Somebody,https://www.last.fm/music/Kings+of+Leon/_/Be+Somebody
Ellie Goulding,Lights,https://www.last.fm/music/Ellie+Goulding/_/Lights
Foster the People,Helena Beat,https://www.last.fm/music/Foster+the+People/_/Helena+Beat
Pixies,Hey,https://www.last.fm/music/Pixies/_/Hey
The Script,Breakeven,https://www.last.fm/music/The+Script/_/Breakeven
Coldplay,A Message,https://www.last.fm/music/Coldplay/_/A+Message
Arctic Monkeys,505,https://www.last.fm/music/Arctic+Monkeys/_/505
MGMT,4th Dimensional Transition,https://www.last.fm/music/MGMT/_/4th+Dimensional+Transition
Arcade Fire,Neighborhood #3 (Power Out),https://www.last.fm/music/Arcade+Fire/_/Neighborhood+%233+(Power+Out)
The Cure,Pictures of You,https://www.last.fm/music/The+Cure/_/Pictures+of+You
The Shins,Australia,https://www.last.fm/music/The+Shins/_/Australia
Sia,Chandelier,https://www.last.fm/music/Sia/_/Chandelier
The Knife,Heartbeats,https://www.last.fm/music/The+Knife/_/Heartbeats
The Black Keys,Howlin' for You,https://www.last.fm/music/The+Black+Keys/_/Howlin%27+for+You
The Killers,Midnight Show,https://www.last.fm/music/The+Killers/_/Midnight+Show
Franz Ferdinand,Jacqueline,https://www.last.fm/music/Franz+Ferdinand/_/Jacqueline
Foster the People,Houdini,https://www.last.fm/music/Foster+the+People/_/Houdini
Coldplay,Parachutes,https://www.last.fm/music/Coldplay/_/Parachutes
The Shins,Caring Is Creepy,https://www.last.fm/music/The+Shins/_/Caring+Is+Creepy
The xx,Night Time,https://www.last.fm/music/The+xx/_/Night+Time
Muse,Assassin,https://www.last.fm/music/Muse/_/Assassin
Vance Joy,Riptide,https://www.last.fm/music/Vance+Joy/_/Riptide
MGMT,The Handshake,https://www.last.fm/music/MGMT/_/The+Handshake
The Hives,Hate To Say I Told You So,https://www.last.fm/music/The+Hives/_/Hate+To+Say+I+Told+You+So
Kaiser Chiefs,Everyday I Love You Less and Less,https://www.last.fm/music/Kaiser+Chiefs/_/Everyday+I+Love+You+Less+and+Less
Arctic Monkeys,Why'd You Only Call Me When You're High?,https://www.last.fm/music/Arctic+Monkeys/_/Why%27d+You+Only+Call+Me+When+You%27re+High%3F
fun.,Some Nights,https://www.last.fm/music/fun./_/Some+Nights
The xx,Stars,https://www.last.fm/music/The+xx/_/Stars
Imagine Dragons,On Top of the World,https://www.last.fm/music/Imagine+Dragons/_/On+Top+of+the+World
Coldplay,Square One,https://www.last.fm/music/Coldplay/_/Square+One
The xx,Fantasy,https://www.last.fm/music/The+xx/_/Fantasy
Franz Ferdinand,No You Girls,https://www.last.fm/music/Franz+Ferdinand/_/No+You+Girls
Arctic Monkeys,You Probably Couldn't See for the Lights but You Were Staring Straight at Me,https://www.last.fm/music/Arctic+Monkeys/_/You+Probably+Couldn%27t+See+for+the+Lights+but+You+Were+Staring+Straight+at+Me
Coldplay,A Rush of Blood to the Head,https://www.last.fm/music/Coldplay/_/A+Rush+of+Blood+to+the+Head
The Postal Service,Nothing Better,https://www.last.fm/music/The+Postal+Service/_/Nothing+Better
Iron & Wine,Such Great Heights,https://www.last.fm/music/Iron+&+Wine/_/Such+Great+Heights
The Strokes,Juicebox,https://www.last.fm/music/The+Strokes/_/Juicebox
Lorde,Team,https://www.last.fm/music/Lorde/_/Team
The Naked and Famous,Young Blood,https://www.last.fm/music/The+Naked+and+Famous/_/Young+Blood
Coldplay,What If,https://www.last.fm/music/Coldplay/_/What+If
The Black Keys,Everlasting Light,https://www.last.fm/music/The+Black+Keys/_/Everlasting+Light
Kasabian,Underdog,https://www.last.fm/music/Kasabian/_/Underdog
Coldplay,Daylight,https://www.last.fm/music/Coldplay/_/Daylight
Muse,Resistance,https://www.last.fm/music/Muse/_/Resistance
OneRepublic,Apologize,https://www.last.fm/music/OneRepublic/_/Apologize
Interpol,Obstacle 1,https://www.last.fm/music/Interpol/_/Obstacle+1
Panic! at the Disco,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,https://www.last.fm/music/Panic%21+at+the+Disco/_/Lying+Is+the+Most+Fun+a+Girl+Can+Have+Without+Taking+Her+Clothes+Off
Capital Cities,Safe and Sound,https://www.last.fm/music/Capital+Cities/_/Safe+and+Sound
Joy Division,Disorder,https://www.last.fm/music/Joy+Division/_/Disorder
Arcade Fire,Ready to Start,https://www.last.fm/music/Arcade+Fire/_/Ready+to+Start
The Killers,Believe Me Natalie,https://www.last.fm/music/The+Killers/_/Believe+Me+Natalie
The Postal Service,Sleeping In,https://www.last.fm/music/The+Postal+Service/_/Sleeping+In
Radiohead,Knives Out,https://www.last.fm/music/Radiohead/_/Knives+Out
Coldplay,Amsterdam,https://www.last.fm/music/Coldplay/_/Amsterdam
Gorillaz,Last Living Souls,https://www.last.fm/music/Gorillaz/_/Last+Living+Souls
The Strokes,Under Cover of Darkness,https://www.last.fm/music/The+Strokes/_/Under+Cover+of+Darkness
Neutral Milk Hotel,In the Aeroplane Over the Sea,https://www.last.fm/music/Neutral+Milk+Hotel/_/In+the+Aeroplane+Over+the+Sea
Coldplay,White Shadows,https://www.last.fm/music/Coldplay/_/White+Shadows
Radiohead,I Might Be Wrong,https://www.last.fm/music/Radiohead/_/I+Might+Be+Wrong
Gorillaz,19-2000,https://www.last.fm/music/Gorillaz/_/19-2000
Kings of Leon,I Want You,https://www.last.fm/music/Kings+of+Leon/_/I+Want+You
Mumford & Sons,Winter Winds,https://www.last.fm/music/Mumford+&+Sons/_/Winter+Winds
Radiohead,Morning Bell,https://www.last.fm/music/Radiohead/_/Morning+Bell
Bon Iver,For Emma,https://www.last.fm/music/Bon+Iver/_/For+Emma
Arctic Monkeys,Do Me a Favour,https://www.last.fm/music/Arctic+Monkeys/_/Do+Me+a+Favour
James Blunt,Goodbye My Lover,https://www.last.fm/music/James+Blunt/_/Goodbye+My+Lover
The Strokes,Soma,https://www.last.fm/music/The+Strokes/_/Soma
Arctic Monkeys,D Is for Dangerous,https://www.last.fm/music/Arctic+Monkeys/_/D+Is+for+Dangerous
Kings of Leon,17,https://www.last.fm/music/Kings+of+Leon/_/17
Muse,Falling Away With You,https://www.last.fm/music/Muse/_/Falling+Away+With+You
Death Cab for Cutie,Summer Skin,https://www.last.fm/music/Death+Cab+for+Cutie/_/Summer+Skin
Arctic Monkeys,Balaclava,https://www.last.fm/music/Arctic+Monkeys/_/Balaclava
Placebo,Pure Morning,https://www.last.fm/music/Placebo/_/Pure+Morning
Death Cab for Cutie,Marching Bands of Manhattan,https://www.last.fm/music/Death+Cab+for+Cutie/_/Marching+Bands+of+Manhattan
Franz Ferdinand,Tell Her Tonight,https://www.last.fm/music/Franz+Ferdinand/_/Tell+Her+Tonight
Coldplay,Spies,https://www.last.fm/music/Coldplay/_/Spies
Echo & the Bunnymen,The Killing Moon,https://www.last.fm/music/Echo+&+the+Bunnymen/_/The+Killing+Moon
The Killers,For Reasons Unknown,https://www.last.fm/music/The+Killers/_/For+Reasons+Unknown
Arcade Fire,Intervention,https://www.last.fm/music/Arcade+Fire/_/Intervention
Modest Mouse,The World at Large,https://www.last.fm/music/Modest+Mouse/_/The+World+at+Large
Empire of the Sun,We Are the People,https://www.last.fm/music/Empire+of+the+Sun/_/We+Are+the+People
Muse,Soldier's Poem,https://www.last.fm/music/Muse/_/Soldier%27s+Poem
Björk,Army of Me,https://www.last.fm/music/Bj%C3%B6rk/_/Army+of+Me
Bon Iver,Re: Stacks,https://www.last.fm/music/Bon+Iver/_/Re:+Stacks
Feist,My Moon My Man,https://www.last.fm/music/Feist/_/My+Moon+My+Man
Lana Del Rey,National Anthem,https://www.last.fm/music/Lana+Del+Rey/_/National+Anthem
Feist,I Feel It All,https://www.last.fm/music/Feist/_/I+Feel+It+All
The Fray,You Found Me,https://www.last.fm/music/The+Fray/_/You+Found+Me
Radiohead,Bones,https://www.last.fm/music/Radiohead/_/Bones
The Script,The Man Who Can't Be Moved,https://www.last.fm/music/The+Script/_/The+Man+Who+Can%27t+Be+Moved
Arcade Fire,Crown of Love,https://www.last.fm/music/Arcade+Fire/_/Crown+of+Love
Passion Pit,Little Secrets,https://www.last.fm/music/Passion+Pit/_/Little+Secrets
Radiohead,In Limbo,https://www.last.fm/music/Radiohead/_/In+Limbo
The Velvet Underground,Sunday Morning,https://www.last.fm/music/The+Velvet+Underground/_/Sunday+Morning
Bloc Party,Like Eating Glass,https://www.last.fm/music/Bloc+Party/_/Like+Eating+Glass
Franz Ferdinand,Ulysses,https://www.last.fm/music/Franz+Ferdinand/_/Ulysses
Mumford & Sons,White Blank Page,https://www.last.fm/music/Mumford+&+Sons/_/White+Blank+Page
The Neighbourhood,Sweater Weather,https://www.last.fm/music/The+Neighbourhood/_/Sweater+Weather
Sufjan Stevens,To Be Alone With You,https://www.last.fm/music/Sufjan+Stevens/_/To+Be+Alone+With+You
Coldplay,We Never Change,https://www.last.fm/music/Coldplay/_/We+Never+Change
Phoenix,If I Ever Feel Better,https://www.last.fm/music/Phoenix/_/If+I+Ever+Feel+Better
Franz Ferdinand,Darts of Pleasure,https://www.last.fm/music/Franz+Ferdinand/_/Darts+of+Pleasure
Sigur Rós,Glósóli,https://www.last.fm/music/Sigur+R%C3%B3s/_/Gl%C3%B3s%C3%B3li
KT Tunstall,Suddenly I See,https://www.last.fm/music/KT+Tunstall/_/Suddenly+I+See
Coldplay,Death and All His Friends,https://www.last.fm/music/Coldplay/_/Death+and+All+His+Friends
The Fray,Over My Head (Cable Car),https://www.last.fm/music/The+Fray/_/Over+My+Head+(Cable+Car)
Gorillaz,O Green World,https://www.last.fm/music/Gorillaz/_/O+Green+World
Coldplay,High Speed,https://www.last.fm/music/Coldplay/_/High+Speed
Amy Macdonald,This Is the Life,https://www.last.fm/music/Amy+Macdonald/_/This+Is+the+Life
The Strokes,Automatic Stop,https://www.last.fm/music/The+Strokes/_/Automatic+Stop
OK Go,Here It Goes Again,https://www.last.fm/music/OK+Go/_/Here+It+Goes+Again
Coldplay,Swallowed in the Sea,https://www.last.fm/music/Coldplay/_/Swallowed+in+the+Sea
Arcade Fire,Black Mirror,https://www.last.fm/music/Arcade+Fire/_/Black+Mirror
Gorillaz,Every Planet We Reach Is Dead,https://www.last.fm/music/Gorillaz/_/Every+Planet+We+Reach+Is+Dead
Lana Del Rey,Dark Paradise,https://www.last.fm/music/Lana+Del+Rey/_/Dark+Paradise
Editors,Munich,https://www.last.fm/music/Editors/_/Munich
Florence + the Machine,Howl,https://www.last.fm/music/Florence+%252B+the+Machine/_/Howl
Gary Jules,Mad World,https://www.last.fm/music/Gary+Jules/_/Mad+World
Radiohead,Black Star,https://www.last.fm/music/Radiohead/_/Black+Star
Bon Iver,Lump Sum,https://www.last.fm/music/Bon+Iver/_/Lump+Sum
The Kooks,Sofa Song,https://www.last.fm/music/The+Kooks/_/Sofa+Song
MGMT,Future Reflections,https://www.last.fm/music/MGMT/_/Future+Reflections
The Cure,A Forest,https://www.last.fm/music/The+Cure/_/A+Forest
Broken Bells,The High Road,https://www.last.fm/music/Broken+Bells/_/The+High+Road
Arcade Fire,Neon Bible,https://www.last.fm/music/Arcade+Fire/_/Neon+Bible
Interpol,Slow Hands,https://www.last.fm/music/Interpol/_/Slow+Hands
The Strokes,Trying Your Luck,https://www.last.fm/music/The+Strokes/_/Trying+Your+Luck
Franz Ferdinand,Michael,https://www.last.fm/music/Franz+Ferdinand/_/Michael
Muse,Exo-Politics,https://www.last.fm/music/Muse/_/Exo-Politics
Oasis,Stop Crying Your Heart Out,https://www.last.fm/music/Oasis/_/Stop+Crying+Your+Heart+Out
Adele,Hometown Glory,https://www.last.fm/music/Adele/_/Hometown+Glory
Death Cab for Cutie,A Lack of Color,https://www.last.fm/music/Death+Cab+for+Cutie/_/A+Lack+of+Color
Tame Impala,Feels Like We Only Go Backwards,https://www.last.fm/music/Tame+Impala/_/Feels+Like+We+Only+Go+Backwards
Two Door Cinema Club,I Can Talk,https://www.last.fm/music/Two+Door+Cinema+Club/_/I+Can+Talk
Muse,Blackout,https://www.last.fm/music/Muse/_/Blackout
The Subways,Rock & Roll Queen,https://www.last.fm/music/The+Subways/_/Rock+&+Roll+Queen
Death Cab for Cutie,Your Heart Is an Empty Room,https://www.last.fm/music/Death+Cab+for+Cutie/_/Your+Heart+Is+an+Empty+Room
Muse,City of Delusion,https://www.last.fm/music/Muse/_/City+of+Delusion
The Cardigans,My Favourite Game,https://www.last.fm/music/The+Cardigans/_/My+Favourite+Game
R.E.M.,Man on the Moon,https://www.last.fm/music/R.E.M./_/Man+on+the+Moon
Death Cab for Cutie,The Sound of Settling,https://www.last.fm/music/Death+Cab+for+Cutie/_/The+Sound+of+Settling
Franz Ferdinand,The Fallen,https://www.last.fm/music/Franz+Ferdinand/_/The+Fallen
Cold War Kids,Hang Me Up to Dry,https://www.last.fm/music/Cold+War+Kids/_/Hang+Me+Up+to+Dry
Bon Iver,Blindsided,https://www.last.fm/music/Bon+Iver/_/Blindsided
Gorillaz,Tomorrow Comes Today,https://www.last.fm/music/Gorillaz/_/Tomorrow+Comes+Today
Lana Del Rey,Young and Beautiful,https://www.last.fm/music/Lana+Del+Rey/_/Young+and+Beautiful
Damien Rice,9 Crimes,https://www.last.fm/music/Damien+Rice/_/9+Crimes
Miike Snow,Animal,https://www.last.fm/music/Miike+Snow/_/Animal
The Strokes,Heart In a Cage,https://www.last.fm/music/The+Strokes/_/Heart+In+a+Cage
Lana Del Rey,Diet Mountain Dew,https://www.last.fm/music/Lana+Del+Rey/_/Diet+Mountain+Dew
Semisonic,Closing Time,https://www.last.fm/music/Semisonic/_/Closing+Time
Snow Patrol,Shut Your Eyes,https://www.last.fm/music/Snow+Patrol/_/Shut+Your+Eyes
Incubus,Wish You Were Here,https://www.last.fm/music/Incubus/_/Wish+You+Were+Here
Oasis,Some Might Say,https://www.last.fm/music/Oasis/_/Some+Might+Say
Band of Horses,No One's Gonna Love You,https://www.last.fm/music/Band+of+Horses/_/No+One%27s+Gonna+Love+You
Damien Rice,The Blower's Daughter,https://www.last.fm/music/Damien+Rice/_/The+Blower%27s+Daughter
Cat Power,The Greatest,https://www.last.fm/music/Cat+Power/_/The+Greatest
Bon Iver,Blood Bank,https://www.last.fm/music/Bon+Iver/_/Blood+Bank
The Smiths,Bigmouth Strikes Again,https://www.last.fm/music/The+Smiths/_/Bigmouth+Strikes+Again
Lana Del Rey,Off to the Races,https://www.last.fm/music/Lana+Del+Rey/_/Off+to+the+Races
Thom Yorke,Black Swan,https://www.last.fm/music/Thom+Yorke/_/Black+Swan
Blur,Parklife,https://www.last.fm/music/Blur/_/Parklife
Franz Ferdinand,Walk Away,https://www.last.fm/music/Franz+Ferdinand/_/Walk+Away
Florence + the Machine,Drumming Song,https://www.last.fm/music/Florence+%252B+the+Machine/_/Drumming+Song
The Ting Tings,Great DJ,https://www.last.fm/music/The+Ting+Tings/_/Great+DJ
Radiohead,Motion Picture Soundtrack,https://www.last.fm/music/Radiohead/_/Motion+Picture+Soundtrack
Iron & Wine,"Flightless Bird, American Mouth","https://www.last.fm/music/Iron+&+Wine/_/Flightless+Bird,+American+Mouth"
Weezer,Hash Pipe,https://www.last.fm/music/Weezer/_/Hash+Pipe
Of Monsters and Men,Dirty Paws,https://www.last.fm/music/Of+Monsters+and+Men/_/Dirty+Paws
Muse,Muscle Museum,https://www.last.fm/music/Muse/_/Muscle+Museum
Frou Frou,Let Go,https://www.last.fm/music/Frou+Frou/_/Let+Go
Travis,Sing,https://www.last.fm/music/Travis/_/Sing
Florence + the Machine,I'm Not Calling You a Liar,https://www.last.fm/music/Florence+%252B+the+Machine/_/I%27m+Not+Calling+You+a+Liar
Nick Drake,Pink Moon,https://www.last.fm/music/Nick+Drake/_/Pink+Moon
The Dandy Warhols,Bohemian Like You,https://www.last.fm/music/The+Dandy+Warhols/_/Bohemian+Like+You
Jimmy Eat World,Sweetness,https://www.last.fm/music/Jimmy+Eat+World/_/Sweetness
Muse,Endlessly,https://www.last.fm/music/Muse/_/Endlessly
The Shins,Phantom Limb,https://www.last.fm/music/The+Shins/_/Phantom+Limb
Passion Pit,Take a Walk,https://www.last.fm/music/Passion+Pit/_/Take+a+Walk
Bon Iver,The Wolves (Act I and II),https://www.last.fm/music/Bon+Iver/_/The+Wolves+(Act+I+and+II)
Sufjan Stevens,Chicago,https://www.last.fm/music/Sufjan+Stevens/_/Chicago
The Killers,Sam's Town,https://www.last.fm/music/The+Killers/_/Sam%27s+Town
The Postal Service,Clark Gable,https://www.last.fm/music/The+Postal+Service/_/Clark+Gable
Death Cab for Cutie,Transatlanticism,https://www.last.fm/music/Death+Cab+for+Cutie/_/Transatlanticism
Kings of Leon,Cold Desert,https://www.last.fm/music/Kings+of+Leon/_/Cold+Desert
Snow Patrol,You Could Be Happy,https://www.last.fm/music/Snow+Patrol/_/You+Could+Be+Happy
Gorillaz,All Alone,https://www.last.fm/music/Gorillaz/_/All+Alone
Oasis,Morning Glory,https://www.last.fm/music/Oasis/_/Morning+Glory
Mumford & Sons,Sigh No More,https://www.last.fm/music/Mumford+&+Sons/_/Sigh+No+More
Death Cab for Cutie,Someday You Will Be Loved,https://www.last.fm/music/Death+Cab+for+Cutie/_/Someday+You+Will+Be+Loved
Muse,Thoughts of a Dying Atheist,https://www.last.fm/music/Muse/_/Thoughts+of+a+Dying+Atheist
The Cure,Inbetween Days,https://www.last.fm/music/The+Cure/_/Inbetween+Days
The Kooks,You Don't Love Me,https://www.last.fm/music/The+Kooks/_/You+Don%27t+Love+Me
Bloc Party,So Here We Are,https://www.last.fm/music/Bloc+Party/_/So+Here+We+Are
Coldplay,Low,https://www.last.fm/music/Coldplay/_/Low
The Postal Service,Brand New Colony,https://www.last.fm/music/The+Postal+Service/_/Brand+New+Colony
Razorlight,America,https://www.last.fm/music/Razorlight/_/America
Animal Collective,My Girls,https://www.last.fm/music/Animal+Collective/_/My+Girls
The Killers,Everything Will Be Alright,https://www.last.fm/music/The+Killers/_/Everything+Will+Be+Alright
Kings of Leon,On Call,https://www.last.fm/music/Kings+of+Leon/_/On+Call
Coldplay,A Whisper,https://www.last.fm/music/Coldplay/_/A+Whisper
Oasis,Supersonic,https://www.last.fm/music/Oasis/_/Supersonic
Placebo,Song to Say Goodbye,https://www.last.fm/music/Placebo/_/Song+to+Say+Goodbye
Arctic Monkeys,Crying Lightning,https://www.last.fm/music/Arctic+Monkeys/_/Crying+Lightning
The Shins,Sleeping Lessons,https://www.last.fm/music/The+Shins/_/Sleeping+Lessons
Arctic Monkeys,Only Ones Who Know,https://www.last.fm/music/Arctic+Monkeys/_/Only+Ones+Who+Know
Bloc Party,Blue Light,https://www.last.fm/music/Bloc+Party/_/Blue+Light
Incubus,Anna Molly,https://www.last.fm/music/Incubus/_/Anna+Molly
Arctic Monkeys,Arabella,https://www.last.fm/music/Arctic+Monkeys/_/Arabella
Placebo,Running Up That Hill,https://www.last.fm/music/Placebo/_/Running+Up+That+Hill
Arcade Fire,My Body Is a Cage,https://www.last.fm/music/Arcade+Fire/_/My+Body+Is+a+Cage
Beirut,Nantes,https://www.last.fm/music/Beirut/_/Nantes
Vampire Weekend,Mansard Roof,https://www.last.fm/music/Vampire+Weekend/_/Mansard+Roof
Violent Femmes,Blister In The Sun,https://www.last.fm/music/Violent+Femmes/_/Blister+In+The+Sun
Explosions in the Sky,Your Hand in Mine,https://www.last.fm/music/Explosions+in+the+Sky/_/Your+Hand+in+Mine
Death Cab for Cutie,What Sarah Said,https://www.last.fm/music/Death+Cab+for+Cutie/_/What+Sarah+Said
Birdy,Skinny Love,https://www.last.fm/music/Birdy/_/Skinny+Love
Arctic Monkeys,This House Is a Circus,https://www.last.fm/music/Arctic+Monkeys/_/This+House+Is+a+Circus
Interpol,Rest My Chemistry,https://www.last.fm/music/Interpol/_/Rest+My+Chemistry
Weezer,Beverly Hills,https://www.last.fm/music/Weezer/_/Beverly+Hills
Death Cab for Cutie,Title and Registration,https://www.last.fm/music/Death+Cab+for+Cutie/_/Title+and+Registration
Arcade Fire,Neighborhood #4 (7 Kettles),https://www.last.fm/music/Arcade+Fire/_/Neighborhood+%234+(7+Kettles)
Lorde,Tennis Court,https://www.last.fm/music/Lorde/_/Tennis+Court
Bon Iver,Creature Fear,https://www.last.fm/music/Bon+Iver/_/Creature+Fear
Kasabian,Shoot the Runner,https://www.last.fm/music/Kasabian/_/Shoot+the+Runner
Foster the People,Call It What You Want,https://www.last.fm/music/Foster+the+People/_/Call+It+What+You+Want
The Killers,Change Your Mind,https://www.last.fm/music/The+Killers/_/Change+Your+Mind
Phoenix,Lasso,https://www.last.fm/music/Phoenix/_/Lasso
Pixies,Wave of Mutilation,https://www.last.fm/music/Pixies/_/Wave+of+Mutilation
Lykke Li,I Follow Rivers,https://www.last.fm/music/Lykke+Li/_/I+Follow+Rivers
The Strokes,Take It or Leave It,https://www.last.fm/music/The+Strokes/_/Take+It+or+Leave+It
The Postal Service,We Will Become Silhouettes,https://www.last.fm/music/The+Postal+Service/_/We+Will+Become+Silhouettes
The Black Keys,Next Girl,https://www.last.fm/music/The+Black+Keys/_/Next+Girl
Beirut,Postcards From Italy,https://www.last.fm/music/Beirut/_/Postcards+From+Italy
Ellie Goulding,Starry Eyed,https://www.last.fm/music/Ellie+Goulding/_/Starry+Eyed
Mumford & Sons,Roll Away Your Stone,https://www.last.fm/music/Mumford+&+Sons/_/Roll+Away+Your+Stone
José González,Crosses,https://www.last.fm/music/Jos%C3%A9+Gonz%C3%A1lez/_/Crosses
Death Cab for Cutie,Brothers on a Hotel Bed,https://www.last.fm/music/Death+Cab+for+Cutie/_/Brothers+on+a+Hotel+Bed
The Kooks,See the World,https://www.last.fm/music/The+Kooks/_/See+the+World
Radiohead,Lotus Flower,https://www.last.fm/music/Radiohead/_/Lotus+Flower
Sigur Rós,Starálfur,https://www.last.fm/music/Sigur+R%C3%B3s/_/Star%C3%A1lfur
Fleet Foxes,Ragged Wood,https://www.last.fm/music/Fleet+Foxes/_/Ragged+Wood
The Wombats,Let's Dance to Joy Division,https://www.last.fm/music/The+Wombats/_/Let%27s+Dance+to+Joy+Division
R.E.M.,Shiny Happy People,https://www.last.fm/music/R.E.M./_/Shiny+Happy+People
Snow Patrol,Hands Open,https://www.last.fm/music/Snow+Patrol/_/Hands+Open
Supergrass,Alright,https://www.last.fm/music/Supergrass/_/Alright
The Flaming Lips,Do You Realize??,https://www.last.fm/music/The+Flaming+Lips/_/Do+You+Realize%3F%3F
Radiohead,Packt Like Sardines in a Crushd Tin Box,https://www.last.fm/music/Radiohead/_/Packt+Like+Sardines+in+a+Crushd+Tin+Box
Kasabian,Processed Beats,https://www.last.fm/music/Kasabian/_/Processed+Beats
Muse,Unintended,https://www.last.fm/music/Muse/_/Unintended
Arctic Monkeys,"If You Were There, Beware","https://www.last.fm/music/Arctic+Monkeys/_/If+You+Were+There,+Beware"
Stereophonics,Dakota,https://www.last.fm/music/Stereophonics/_/Dakota
Modest Mouse,Bukowski,https://www.last.fm/music/Modest+Mouse/_/Bukowski
Keane,Bedshaped,https://www.last.fm/music/Keane/_/Bedshaped
Panic! at the Disco,The Only Difference Between Martyrdom and Suicide Is Press Coverage,https://www.last.fm/music/Panic%21+at+the+Disco/_/The+Only+Difference+Between+Martyrdom+and+Suicide+Is+Press+Coverage
Incubus,Love Hurts,https://www.last.fm/music/Incubus/_/Love+Hurts
Snow Patrol,Set the Fire to the Third Bar,https://www.last.fm/music/Snow+Patrol/_/Set+the+Fire+to+the+Third+Bar
Cake,The Distance,https://www.last.fm/music/Cake/_/The+Distance
Muse,Hoodoo,https://www.last.fm/music/Muse/_/Hoodoo
Radiohead,You,https://www.last.fm/music/Radiohead/_/You
Lana Del Rey,Radio,https://www.last.fm/music/Lana+Del+Rey/_/Radio
Interpol,No I in Threesome,https://www.last.fm/music/Interpol/_/No+I+in+Threesome
Florence + the Machine,Girl with One Eye,https://www.last.fm/music/Florence+%252B+the+Machine/_/Girl+with+One+Eye
Gorillaz,Intro,https://www.last.fm/music/Gorillaz/_/Intro
Arcade Fire,Haiti,https://www.last.fm/music/Arcade+Fire/_/Haiti
Radiohead,Sulk,https://www.last.fm/music/Radiohead/_/Sulk
Ellie Goulding,Burn,https://www.last.fm/music/Ellie+Goulding/_/Burn
Mumford & Sons,Awake My Soul,https://www.last.fm/music/Mumford+&+Sons/_/Awake+My+Soul
Gorillaz,White Light,https://www.last.fm/music/Gorillaz/_/White+Light
LCD Soundsystem,Daft Punk Is Playing at My House,https://www.last.fm/music/LCD+Soundsystem/_/Daft+Punk+Is+Playing+at+My+House
Clean Bandit,Rather Be (feat. Jess Glynne),https://www.last.fm/music/Clean+Bandit/_/Rather+Be+(feat.+Jess+Glynne)
Neutral Milk Hotel,Two-Headed Boy,https://www.last.fm/music/Neutral+Milk+Hotel/_/Two-Headed+Boy
