artist,title,url
Muse,Sunburn,https://www.last.fm/music/Muse/_/Sunburn
Arcade Fire,In the Backseat,https://www.last.fm/music/Arcade+Fire/_/In+the+Backseat
Tame Impala,Elephant,https://www.last.fm/music/Tame+Impala/_/Elephant
Arcade Fire,Ocean of Noise,https://www.last.fm/music/Arcade+Fire/_/Ocean+of+Noise
Keane,This Is the Last Time,https://www.last.fm/music/Keane/_/This+Is+the+Last+Time
Bon Iver,Team,https://www.last.fm/music/Bon+Iver/_/Team
The Shins,Kissing the Lipless,https://www.last.fm/music/The+Shins/_/Kissing+the+Lipless
Sigur Rós,Svefn-g-englar,https://www.last.fm/music/Sigur+R%C3%B3s/_/Svefn-g-englar
Blur,Beetlebum,https://www.last.fm/music/Blur/_/Beetlebum
TV on the Radio,Wolf Like Me,https://www.last.fm/music/TV+on+the+Radio/_/Wolf+Like+Me
Franz Ferdinand,Auf Achse,https://www.last.fm/music/Franz+Ferdinand/_/Auf+Achse
Damien Rice,Delicate,https://www.last.fm/music/Damien+Rice/_/Delicate
Elliott Smith,Between the Bars,https://www.last.fm/music/Elliott+Smith/_/Between+the+Bars
Panic! at the Disco,But It's Better If You Do,https://www.last.fm/music/Panic%21+at+the+Disco/_/But+It%27s+Better+If+You+Do
Phoenix,Fences,https://www.last.fm/music/Phoenix/_/Fences
Arctic Monkeys,The Bad Thing,https://www.last.fm/music/Arctic+Monkeys/_/The+Bad+Thing
Muse,Interlude,https://www.last.fm/music/Muse/_/Interlude
Mazzy Star,Fade Into You,https://www.last.fm/music/Mazzy+Star/_/Fade+Into+You
Snow Patrol,You're All I Have,https://www.last.fm/music/Snow+Patrol/_/You%27re+All+I+Have
The Strokes,"Alone, Together","https://www.last.fm/music/The+Strokes/_/Alone,+Together"
OneRepublic,All the Right Moves,https://www.last.fm/music/OneRepublic/_/All+the+Right+Moves
Vampire Weekend,Exit Music (for a Film),https://www.last.fm/music/Vampire+Weekend/_/Exit+Music+(for+a+Film)
Coldplay,Magic,https://www.last.fm/music/Coldplay/_/Magic
Muse,Citizen Erased,https://www.last.fm/music/Muse/_/Citizen+Erased
Fleet Foxes,Tiger Mountain Peasant Song,https://www.last.fm/music/Fleet+Foxes/_/Tiger+Mountain+Peasant+Song
Bloc Party,Positive Tension,https://www.last.fm/music/Bloc+Party/_/Positive+Tension
Noah and the Whale,5 Years Time,https://www.last.fm/music/Noah+and+the+Whale/_/5+Years+Time
Modest Mouse,Ocean Breathes Salty,https://www.last.fm/music/Modest+Mouse/_/Ocean+Breathes+Salty
The White Stripes,Black Math,https://www.last.fm/music/The+White+Stripes/_/Black+Math
Regina Spektor,On the Radio,https://www.last.fm/music/Regina+Spektor/_/On+the+Radio
Interpol,The Heinrich Maneuver,https://www.last.fm/music/Interpol/_/The+Heinrich+Maneuver
The Cranberries,Ode to My Family,https://www.last.fm/music/The+Cranberries/_/Ode+to+My+Family
Gorillaz,Don't Get Lost in Heaven,https://www.last.fm/music/Gorillaz/_/Don%27t+Get+Lost+in+Heaven
Lifehouse,You and Me,https://www.last.fm/music/Lifehouse/_/You+and+Me
Jack Johnson,Do You Remember,https://www.last.fm/music/Jack+Johnson/_/Do+You+Remember
Hot Chip,Ready for the Floor,https://www.last.fm/music/Hot+Chip/_/Ready+for+the+Floor
Arcade Fire,The Well and the Lighthouse,https://www.last.fm/music/Arcade+Fire/_/The+Well+and+the+Lighthouse
Belle and Sebastian,"Piazza, New York Catcher","https://www.last.fm/music/Belle+and+Sebastian/_/Piazza,+New+York+Catcher"
Interpol,Pioneer to the Falls,https://www.last.fm/music/Interpol/_/Pioneer+to+the+Falls
Matt & Kim,Daylight,https://www.last.fm/music/Matt+&+Kim/_/Daylight
The Postal Service,Recycled Air,https://www.last.fm/music/The+Postal+Service/_/Recycled+Air
Yeah Yeah Yeahs,Zero,https://www.last.fm/music/Yeah+Yeah+Yeahs/_/Zero
Muse,Hyper Music,https://www.last.fm/music/Muse/_/Hyper+Music
Placebo,Special K,https://www.last.fm/music/Placebo/_/Special+K
Beck,Girl,https://www.last.fm/music/Beck/_/Girl
Tame Impala,The Less I Know the Better,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better
The Strokes,The End Has No End,https://www.last.fm/music/The+Strokes/_/The+End+Has+No+End
Bloc Party,She's Hearing Voices,https://www.last.fm/music/Bloc+Party/_/She%27s+Hearing+Voices
The White Stripes,My Doorbell,https://www.last.fm/music/The+White+Stripes/_/My+Doorbell
The Fratellis,Flathead,https://www.last.fm/music/The+Fratellis/_/Flathead
Muse,Space Dementia,https://www.last.fm/music/Muse/_/Space+Dementia
Mumford & Sons,I Gave You All,https://www.last.fm/music/Mumford+&+Sons/_/I+Gave+You+All
Foals,My Number,https://www.last.fm/music/Foals/_/My+Number
Coldplay,Yes,https://www.last.fm/music/Coldplay/_/Yes
Kasabian,Reason Is Treason,https://www.last.fm/music/Kasabian/_/Reason+Is+Treason
Kaiser Chiefs,Modern Way,https://www.last.fm/music/Kaiser+Chiefs/_/Modern+Way
alt-J,Tessellate,https://www.last.fm/music/alt-J/_/Tessellate
LCD Soundsystem,Someone Great,https://www.last.fm/music/LCD+Soundsystem/_/Someone+Great
Bloc Party,Hunting for Witches,https://www.last.fm/music/Bloc+Party/_/Hunting+for+Witches
The Strokes,You Talk Way Too Much,https://www.last.fm/music/The+Strokes/_/You+Talk+Way+Too+Much
Grimes,Genesis,https://www.last.fm/music/Grimes/_/Genesis
The Strokes,Under Control,https://www.last.fm/music/The+Strokes/_/Under+Control
Coldplay,Twisted Logic,https://www.last.fm/music/Coldplay/_/Twisted+Logic
Bon Iver,Perth,https://www.last.fm/music/Bon+Iver/_/Perth
Sigur Rós,Sæglópur,https://www.last.fm/music/Sigur+R%C3%B3s/_/S%C3%A6gl%C3%B3pur
Kasabian,Empire,https://www.last.fm/music/Kasabian/_/Empire
Crystal Castles,Vanished,https://www.last.fm/music/Crystal+Castles/_/Vanished
Fleet Foxes,Blue Ridge Mountains,https://www.last.fm/music/Fleet+Foxes/_/Blue+Ridge+Mountains
LCD Soundsystem,All My Friends,https://www.last.fm/music/LCD+Soundsystem/_/All+My+Friends
Vampire Weekend,Campus,https://www.last.fm/music/Vampire+Weekend/_/Campus
Muse,Ruled by Secrecy,https://www.last.fm/music/Muse/_/Ruled+by+Secrecy
Oasis,Roll With It,https://www.last.fm/music/Oasis/_/Roll+With+It
Arctic Monkeys,Perhaps Vampires Is a Bit Strong But...,https://www.last.fm/music/Arctic+Monkeys/_/Perhaps+Vampires+Is+a+Bit+Strong+But...
Placebo,Infra-Red,https://www.last.fm/music/Placebo/_/Infra-Red
The Killers,Enterlude,https://www.last.fm/music/The+Killers/_/Enterlude
The White Stripes,I Just Don't Know What to Do With Myself,https://www.last.fm/music/The+White+Stripes/_/I+Just+Don%27t+Know+What+to+Do+With+Myself
The Fray,Look After You,https://www.last.fm/music/The+Fray/_/Look+After+You
Franz Ferdinand,Come On Home,https://www.last.fm/music/Franz+Ferdinand/_/Come+On+Home
Florence + the Machine,My Boy Builds Coffins,https://www.last.fm/music/Florence+%252B+the+Machine/_/My+Boy+Builds+Coffins
Beck,E-Pro,https://www.last.fm/music/Beck/_/E-Pro
Bat for Lashes,Daniel,https://www.last.fm/music/Bat+for+Lashes/_/Daniel
Marcy Playground,Sex and Candy,https://www.last.fm/music/Marcy+Playground/_/Sex+and+Candy
Yeah Yeah Yeahs,Date With the Night,https://www.last.fm/music/Yeah+Yeah+Yeahs/_/Date+With+the+Night
The Fratellis,Whistle for the Choir,https://www.last.fm/music/The+Fratellis/_/Whistle+for+the+Choir
The Strokes,Machu Picchu,https://www.last.fm/music/The+Strokes/_/Machu+Picchu
Death Cab for Cutie,Different Names for the Same Thing,https://www.last.fm/music/Death+Cab+for+Cutie/_/Different+Names+for+the+Same+Thing
The Smiths,Heaven Knows I'm Miserable Now,https://www.last.fm/music/The+Smiths/_/Heaven+Knows+I%27m+Miserable+Now
The Postal Service,This Place Is a Prison,https://www.last.fm/music/The+Postal+Service/_/This+Place+Is+a+Prison
Gorillaz,Demon Days,https://www.last.fm/music/Gorillaz/_/Demon+Days
Mumford & Sons,Timshel,https://www.last.fm/music/Mumford+&+Sons/_/Timshel
Muse,Micro Cuts,https://www.last.fm/music/Muse/_/Micro+Cuts
Placebo,Special Needs,https://www.last.fm/music/Placebo/_/Special+Needs
Florence + the Machine,Never Let Me Go,https://www.last.fm/music/Florence+%252B+the+Machine/_/Never+Let+Me+Go
Radiohead,Thinking About You,https://www.last.fm/music/Radiohead/_/Thinking+About+You
Arcade Fire,Modern Man,https://www.last.fm/music/Arcade+Fire/_/Modern+Man
Grouplove,Tongue Tied,https://www.last.fm/music/Grouplove/_/Tongue+Tied
Paolo Nutini,New Shoes,https://www.last.fm/music/Paolo+Nutini/_/New+Shoes
Neutral Milk Hotel,"Holland, 1945","https://www.last.fm/music/Neutral+Milk+Hotel/_/Holland,+1945"
Jeff Buckley,Last Goodbye,https://www.last.fm/music/Jeff+Buckley/_/Last+Goodbye
The Smiths,The Boy With The Thorn In His Side,https://www.last.fm/music/The+Smiths/_/The+Boy+With+The+Thorn+In+His+Side
Metro Station,Shake It,https://www.last.fm/music/Metro+Station/_/Shake+It
Radiohead,You and Whose Army?,https://www.last.fm/music/Radiohead/_/You+and+Whose+Army%3F
Interpol,PDA,https://www.last.fm/music/Interpol/_/PDA
Foster the People,Don't Stop (Color on the Walls),https://www.last.fm/music/Foster+the+People/_/Don%27t+Stop+(Color+on+the+Walls)
Coldplay,Charlie Brown,https://www.last.fm/music/Coldplay/_/Charlie+Brown
Lykke Li,Little Bit,https://www.last.fm/music/Lykke+Li/_/Little+Bit
Bon Iver,Towers,https://www.last.fm/music/Bon+Iver/_/Towers
Franz Ferdinand,Cheating on You,https://www.last.fm/music/Franz+Ferdinand/_/Cheating+on+You
Oasis,Stand By Me,https://www.last.fm/music/Oasis/_/Stand+By+Me
Kate Nash,Foundations,https://www.last.fm/music/Kate+Nash/_/Foundations
Florence + the Machine,Between Two Lungs,https://www.last.fm/music/Florence+%252B+the+Machine/_/Between+Two+Lungs
Panic! at the Disco,Nine in the Afternoon,https://www.last.fm/music/Panic%21+at+the+Disco/_/Nine+in+the+Afternoon
Muse,The Small Print,https://www.last.fm/music/Muse/_/The+Small+Print
Kaiser Chiefs,Oh My God,https://www.last.fm/music/Kaiser+Chiefs/_/Oh+My+God
Counting Crows,Colorblind,https://www.last.fm/music/Counting+Crows/_/Colorblind
The Smiths,Hand in Glove,https://www.last.fm/music/The+Smiths/_/Hand+in+Glove
The National,Fake Empire,https://www.last.fm/music/The+National/_/Fake+Empire
Passion Pit,The Reeling,https://www.last.fm/music/Passion+Pit/_/The+Reeling
Spoon,The Way We Get By,https://www.last.fm/music/Spoon/_/The+Way+We+Get+By
Björk,Human Behaviour,https://www.last.fm/music/Bj%C3%B6rk/_/Human+Behaviour
We Are Scientists,"Nobody Move, Nobody Get Hurt","https://www.last.fm/music/We+Are+Scientists/_/Nobody+Move,+Nobody+Get+Hurt"
Yeah Yeah Yeahs,Y Control,https://www.last.fm/music/Yeah+Yeah+Yeahs/_/Y+Control
Lana Del Rey,Carmen,https://www.last.fm/music/Lana+Del+Rey/_/Carmen
Two Door Cinema Club,Cigarettes in the Theatre,https://www.last.fm/music/Two+Door+Cinema+Club/_/Cigarettes+in+the+Theatre
The Verve,Lucky Man,https://www.last.fm/music/The+Verve/_/Lucky+Man
Radiohead,(Nice Dream),https://www.last.fm/music/Radiohead/_/(Nice+Dream)
The Cure,The Lovecats,https://www.last.fm/music/The+Cure/_/The+Lovecats
Daughter,Youth,https://www.last.fm/music/Daughter/_/Youth
OneRepublic,Stop and Stare,https://www.last.fm/music/OneRepublic/_/Stop+and+Stare
Milky Chance,Stolen Dance,https://www.last.fm/music/Milky+Chance/_/Stolen+Dance
Stereophonics,Maybe Tomorrow,https://www.last.fm/music/Stereophonics/_/Maybe+Tomorrow
The Killers,Bling (Confession of a King),https://www.last.fm/music/The+Killers/_/Bling+(Confession+of+a+King)
Björk,Venus as a Boy,https://www.last.fm/music/Bj%C3%B6rk/_/Venus+as+a+Boy
Daft Punk,Doin' It Right (feat. Panda Bear),https://www.last.fm/music/Daft+Punk/_/Doin%27+It+Right+(feat.+Panda+Bear)
The Killers,A Dustland Fairytale,https://www.last.fm/music/The+Killers/_/A+Dustland+Fairytale
Gorillaz,November Has Come,https://www.last.fm/music/Gorillaz/_/November+Has+Come
Arctic Monkeys,Snap Out of It,https://www.last.fm/music/Arctic+Monkeys/_/Snap+Out+of+It
Radiohead,Like Spinning Plates,https://www.last.fm/music/Radiohead/_/Like+Spinning+Plates
Radiohead,Anyone Can Play Guitar,https://www.last.fm/music/Radiohead/_/Anyone+Can+Play+Guitar
Paramore,Hallelujah,https://www.last.fm/music/Paramore/_/Hallelujah
Arcade Fire,Windowsill,https://www.last.fm/music/Arcade+Fire/_/Windowsill
CHVRCHES,The Mother We Share,https://www.last.fm/music/CHVRCHES/_/The+Mother+We+Share
The xx,Chained,https://www.last.fm/music/The+xx/_/Chained
The Kooks,Eddie's Gun,https://www.last.fm/music/The+Kooks/_/Eddie%27s+Gun
Vampire Weekend,White Sky,https://www.last.fm/music/Vampire+Weekend/_/White+Sky
Arcade Fire,Sprawl II (Mountains Beyond Mountains),https://www.last.fm/music/Arcade+Fire/_/Sprawl+II+(Mountains+Beyond+Mountains)
Arctic Monkeys,One for the Road,https://www.last.fm/music/Arctic+Monkeys/_/One+for+the+Road
Florence + the Machine,What the Water Gave Me,https://www.last.fm/music/Florence+%252B+the+Machine/_/What+the+Water+Gave+Me
Bloc Party,Pioneers,https://www.last.fm/music/Bloc+Party/_/Pioneers
M83,Wait,https://www.last.fm/music/M83/_/Wait
The Fratellis,Henrietta,https://www.last.fm/music/The+Fratellis/_/Henrietta
Death Cab for Cutie,I Will Possess Your Heart,https://www.last.fm/music/Death+Cab+for+Cutie/_/I+Will+Possess+Your+Heart
Kings of Convenience,I'd Rather Dance With You,https://www.last.fm/music/Kings+of+Convenience/_/I%27d+Rather+Dance+With+You
Metric,Help I'm Alive,https://www.last.fm/music/Metric/_/Help+I%27m+Alive
Vampire Weekend,Horchata,https://www.last.fm/music/Vampire+Weekend/_/Horchata
Katy Perry,Ur So Gay,https://www.last.fm/music/Katy+Perry/_/Ur+So+Gay
Lana Del Rey,This Is What Makes Us Girls,https://www.last.fm/music/Lana+Del+Rey/_/This+Is+What+Makes+Us+Girls
Placebo,This Picture,https://www.last.fm/music/Placebo/_/This+Picture
Bon Iver,Calgary,https://www.last.fm/music/Bon+Iver/_/Calgary
Arcade Fire,Rococo,https://www.last.fm/music/Arcade+Fire/_/Rococo
Twenty One Pilots,Stressed Out,https://www.last.fm/music/Twenty+One+Pilots/_/Stressed+Out
Radiohead,Hunting Bears,https://www.last.fm/music/Radiohead/_/Hunting+Bears
The Libertines,Can't Stand Me Now,https://www.last.fm/music/The+Libertines/_/Can%27t+Stand+Me+Now
The Jesus and Mary Chain,Just Like Honey,https://www.last.fm/music/The+Jesus+and+Mary+Chain/_/Just+Like+Honey
Gorillaz,Rock the House,https://www.last.fm/music/Gorillaz/_/Rock+the+House
Florence + the Machine,Hurricane Drunk,https://www.last.fm/music/Florence+%252B+the+Machine/_/Hurricane+Drunk
M83,We Own the Sky,https://www.last.fm/music/M83/_/We+Own+the+Sky
Interpol,Untitled,https://www.last.fm/music/Interpol/_/Untitled
Björk,All Is Full of Love,https://www.last.fm/music/Bj%C3%B6rk/_/All+Is+Full+of+Love
The Shins,So Says I,https://www.last.fm/music/The+Shins/_/So+Says+I
Aloe Blacc,I Need a Dollar,https://www.last.fm/music/Aloe+Blacc/_/I+Need+a+Dollar
Kaiser Chiefs,Na Na Na Na Naa,https://www.last.fm/music/Kaiser+Chiefs/_/Na+Na+Na+Na+Naa
Kings of Leon,Knocked Up,https://www.last.fm/music/Kings+of+Leon/_/Knocked+Up
Vampire Weekend,Walcott,https://www.last.fm/music/Vampire+Weekend/_/Walcott
Damien Rice,Volcano,https://www.last.fm/music/Damien+Rice/_/Volcano
Arcade Fire,We Used to Wait,https://www.last.fm/music/Arcade+Fire/_/We+Used+to+Wait
The Smiths,Panic,https://www.last.fm/music/The+Smiths/_/Panic
Regina Spektor,Us,https://www.last.fm/music/Regina+Spektor/_/Us
Florence + the Machine,"No Light, No Light","https://www.last.fm/music/Florence+%252B+the+Machine/_/No+Light,+No+Light"
Vampire Weekend,Cousins,https://www.last.fm/music/Vampire+Weekend/_/Cousins
The Strokes,When It Started,https://www.last.fm/music/The+Strokes/_/When+It+Started
The White Stripes,We're Going to Be Friends,https://www.last.fm/music/The+White+Stripes/_/We%27re+Going+to+Be+Friends
Sigur Rós,Gobbledigook,https://www.last.fm/music/Sigur+R%C3%B3s/_/Gobbledigook
Oasis,She's Electric,https://www.last.fm/music/Oasis/_/She%27s+Electric
Foster the People,I Would Do Anything for You,https://www.last.fm/music/Foster+the+People/_/I+Would+Do+Anything+for+You
Bombay Bicycle Club,Always Like This,https://www.last.fm/music/Bombay+Bicycle+Club/_/Always+Like+This
Sufjan Stevens,Casimir Pulaski Day,https://www.last.fm/music/Sufjan+Stevens/_/Casimir+Pulaski+Day
Arctic Monkeys,I Wanna Be Yours,https://www.last.fm/music/Arctic+Monkeys/_/I+Wanna+Be+Yours
Björk,Hunter,https://www.last.fm/music/Bj%C3%B6rk/_/Hunter
Of Monsters and Men,Mountain Sound,https://www.last.fm/music/Of+Monsters+and+Men/_/Mountain+Sound
Vampire Weekend,Holiday,https://www.last.fm/music/Vampire+Weekend/_/Holiday
Blur,Tender,https://www.last.fm/music/Blur/_/Tender
Paramore,When It Rains,https://www.last.fm/music/Paramore/_/When+It+Rains
Interpol,NYC,https://www.last.fm/music/Interpol/_/NYC
Incubus,Stellar,https://www.last.fm/music/Incubus/_/Stellar
Band of Horses,Is There a Ghost,https://www.last.fm/music/Band+of+Horses/_/Is+There+a+Ghost
Kings of Convenience,Misread,https://www.last.fm/music/Kings+of+Convenience/_/Misread
Kings of Leon,The Bucket,https://www.last.fm/music/Kings+of+Leon/_/The+Bucket
Modest Mouse,The View,https://www.last.fm/music/Modest+Mouse/_/The+View
Jimmy Eat World,Hear You Me,https://www.last.fm/music/Jimmy+Eat+World/_/Hear+You+Me
Santigold,L.E.S. Artistes,https://www.last.fm/music/Santigold/_/L.E.S.+Artistes
The Wombats,Moving To New York,https://www.last.fm/music/The+Wombats/_/Moving+To+New+York
Fool's Garden,Lemon Tree,https://www.last.fm/music/Fool%27s+Garden/_/Lemon+Tree
Beach House,Zebra,https://www.last.fm/music/Beach+House/_/Zebra
Kings of Leon,Radioactive,https://www.last.fm/music/Kings+of+Leon/_/Radioactive
R.E.M.,It's the End of the World as We Know It (And I Feel Fine),https://www.last.fm/music/R.E.M./_/It%27s+the+End+of+the+World+as+We+Know+It+(And+I+Feel+Fine)
Franz Ferdinand,Eleanor Put Your Boots On,https://www.last.fm/music/Franz+Ferdinand/_/Eleanor+Put+Your+Boots+On
Fleet Foxes,Your Protector,https://www.last.fm/music/Fleet+Foxes/_/Your+Protector
Klaxons,Atlantis to Interzone,https://www.last.fm/music/Klaxons/_/Atlantis+to+Interzone
Cat Power,Sea of Love,https://www.last.fm/music/Cat+Power/_/Sea+of+Love
The Coral,Dreaming of You,https://www.last.fm/music/The+Coral/_/Dreaming+of+You
The Drums,Let's Go Surfing,https://www.last.fm/music/The+Drums/_/Let%27s+Go+Surfing
The xx,Fiction,https://www.last.fm/music/The+xx/_/Fiction
The Strokes,The Way It Is,https://www.last.fm/music/The+Strokes/_/The+Way+It+Is
alt-J,Something Good,https://www.last.fm/music/alt-J/_/Something+Good
Kings of Leon,Pyro,https://www.last.fm/music/Kings+of+Leon/_/Pyro
Incubus,Dig,https://www.last.fm/music/Incubus/_/Dig
Vampire Weekend,Giving up the Gun,https://www.last.fm/music/Vampire+Weekend/_/Giving+up+the+Gun
The Hives,Tick Tick Boom,https://www.last.fm/music/The+Hives/_/Tick+Tick+Boom
The White Stripes,Ball and Biscuit,https://www.last.fm/music/The+White+Stripes/_/Ball+and+Biscuit
Phoenix,Girlfriend,https://www.last.fm/music/Phoenix/_/Girlfriend
White Lies,Death,https://www.last.fm/music/White+Lies/_/Death
George Ezra,Budapest,https://www.last.fm/music/George+Ezra/_/Budapest
Hot Chip,Over and Over,https://www.last.fm/music/Hot+Chip/_/Over+and+Over
Mumford & Sons,After the Storm,https://www.last.fm/music/Mumford+&+Sons/_/After+the+Storm
Lana Del Rey,Million Dollar Man,https://www.last.fm/music/Lana+Del+Rey/_/Million+Dollar+Man
Klaxons,It's Not Over Yet,https://www.last.fm/music/Klaxons/_/It%27s+Not+Over+Yet
Franz Ferdinand,This Boy,https://www.last.fm/music/Franz+Ferdinand/_/This+Boy
Björk,Bachelorette,https://www.last.fm/music/Bj%C3%B6rk/_/Bachelorette
Beirut,Elephant Gun,https://www.last.fm/music/Beirut/_/Elephant+Gun
White Lies,To Lose My Life,https://www.last.fm/music/White+Lies/_/To+Lose+My+Life
The Strokes,Meet Me In The Bathroom,https://www.last.fm/music/The+Strokes/_/Meet+Me+In+The+Bathroom
The La's,There She Goes,https://www.last.fm/music/The+La%27s/_/There+She+Goes
Beach House,Myth,https://www.last.fm/music/Beach+House/_/Myth
Death Cab for Cutie,The New Year,https://www.last.fm/music/Death+Cab+for+Cutie/_/The+New+Year
The Strokes,What Ever Happened?,https://www.last.fm/music/The+Strokes/_/What+Ever+Happened%3F
Paramore,Brick by Boring Brick,https://www.last.fm/music/Paramore/_/Brick+by+Boring+Brick
Young the Giant,Cough Syrup,https://www.last.fm/music/Young+the+Giant/_/Cough+Syrup
Florence + the Machine,Blinding,https://www.last.fm/music/Florence+%252B+the+Machine/_/Blinding
Wheatus,Teenage Dirtbag,https://www.last.fm/music/Wheatus/_/Teenage+Dirtbag
Phoenix,Rome,https://www.last.fm/music/Phoenix/_/Rome
Vampire Weekend,M79,https://www.last.fm/music/Vampire+Weekend/_/M79
Of Monsters and Men,King and Lionheart,https://www.last.fm/music/Of+Monsters+and+Men/_/King+and+Lionheart
Cake,I Will Survive,https://www.last.fm/music/Cake/_/I+Will+Survive
The Whitest Boy Alive,Burning,https://www.last.fm/music/The+Whitest+Boy+Alive/_/Burning
Paramore,Let the Flames Begin,https://www.last.fm/music/Paramore/_/Let+the+Flames+Begin
The Killers,This River Is Wild,https://www.last.fm/music/The+Killers/_/This+River+Is+Wild
Fleet Foxes,He Doesn't Know Why,https://www.last.fm/music/Fleet+Foxes/_/He+Doesn%27t+Know+Why
Modest Mouse,Missed the Boat,https://www.last.fm/music/Modest+Mouse/_/Missed+the+Boat
Metronomy,The Look,https://www.last.fm/music/Metronomy/_/The+Look
Silversun Pickups,Lazy Eye,https://www.last.fm/music/Silversun+Pickups/_/Lazy+Eye
Jeff Buckley,Grace,https://www.last.fm/music/Jeff+Buckley/_/Grace
Bloc Party,The Prayer,https://www.last.fm/music/Bloc+Party/_/The+Prayer
Mumford & Sons,Thistle & Weeds,https://www.last.fm/music/Mumford+&+Sons/_/Thistle+&+Weeds
The Kooks,Shine On,https://www.last.fm/music/The+Kooks/_/Shine+On
The White Stripes,Dead Leaves and the Dirty Ground,https://www.last.fm/music/The+White+Stripes/_/Dead+Leaves+and+the+Dirty+Ground
Ed Sheeran,Photograph,https://www.last.fm/music/Ed+Sheeran/_/Photograph
The Killers,Losing Touch,https://www.last.fm/music/The+Killers/_/Losing+Touch
Coldplay,Everything's Not Lost,https://www.last.fm/music/Coldplay/_/Everything%27s+Not+Lost
Ed Sheeran,I See Fire,https://www.last.fm/music/Ed+Sheeran/_/I+See+Fire
The Shins,Turn on Me,https://www.last.fm/music/The+Shins/_/Turn+on+Me
Feist,So Sorry,https://www.last.fm/music/Feist/_/So+Sorry
Washed Out,Feel It All Around,https://www.last.fm/music/Washed+Out/_/Feel+It+All+Around
Blur,Country House,https://www.last.fm/music/Blur/_/Country+House
Bright Eyes,Lua,https://www.last.fm/music/Bright+Eyes/_/Lua
The Lumineers,Stubborn Love,https://www.last.fm/music/The+Lumineers/_/Stubborn+Love
The Strokes,Razorblade,https://www.last.fm/music/The+Strokes/_/Razorblade
Pixies,Gigantic,https://www.last.fm/music/Pixies/_/Gigantic
The xx,Sunset,https://www.last.fm/music/The+xx/_/Sunset
Jet,Look What You've Done,https://www.last.fm/music/Jet/_/Look+What+You%27ve+Done
The Verve,The Drugs Don't Work,https://www.last.fm/music/The+Verve/_/The+Drugs+Don%27t+Work
Foster the People,Waste,https://www.last.fm/music/Foster+the+People/_/Waste
Panic! at the Disco,Camisado,https://www.last.fm/music/Panic%21+at+the+Disco/_/Camisado
Two Door Cinema Club,Come Back Home,https://www.last.fm/music/Two+Door+Cinema+Club/_/Come+Back+Home
The Libertines,Arbeit Macht Frei,https://www.last.fm/music/The+Libertines/_/Arbeit+Macht+Frei
Jimmy Eat World,Pain,https://www.last.fm/music/Jimmy+Eat+World/_/Pain
The Killers,Uncle Jonny,https://www.last.fm/music/The+Killers/_/Uncle+Jonny
LCD Soundsystem,Dance Yrself Clean,https://www.last.fm/music/LCD+Soundsystem/_/Dance+Yrself+Clean
Regina Spektor,Better,https://www.last.fm/music/Regina+Spektor/_/Better
Fleet Foxes,Sun It Rises,https://www.last.fm/music/Fleet+Foxes/_/Sun+It+Rises
Ratatat,Loud Pipes,https://www.last.fm/music/Ratatat/_/Loud+Pipes
The National,Bloodbuzz Ohio,https://www.last.fm/music/The+National/_/Bloodbuzz+Ohio
Iron & Wine,Boy With a Coin,https://www.last.fm/music/Iron+&+Wine/_/Boy+With+a+Coin
Muse,Megalomania,https://www.last.fm/music/Muse/_/Megalomania
Fiona Apple,Criminal,https://www.last.fm/music/Fiona+Apple/_/Criminal
